YEAR,COUNTYFIPS,COUNTY,STATE,lon,lat,ACS_TOT_CIVIL_EMPLOY_POP,ACS_PCT_GRANDP_NO_RESPS,ACS_PCT_INC50_ABOVE65,ACS_PCT_INC50_BELOW17,ACS_PCT_HEALTH_INC_BELOW137,ACS_PCT_HEALTH_INC_138_199,ACS_PCT_HEALTH_INC_200_399,ACS_PCT_HEALTH_INC_ABOVE400,ACS_PCT_HH_PUB_ASSIST,ACS_PCT_COLLEGE_ASSOCIATE_DGR,ACS_PCT_BACHELOR_DGR,ACS_PCT_NO_WORK_NO_SCHL_16_19,ACS_PCT_GRADUATE_DGR,ACS_PCT_HS_GRADUATE,ACS_PCT_LT_HS,ACS_PCT_POSTHS_ED,ACS_PCT_UNINSURED,HIFLD_MIN_DIST_UC,POS_MIN_DIST_ED,POS_MIN_DIST_ALC,albumin_urine,bun,creatinine_serum,creatinine_urine,color_ACS_PCT_HH_PUB_ASSIST,color_ACS_TOT_CIVIL_EMPLOY_POP,color_ACS_PCT_LT_HS,color_ACS_PCT_UNINSURED,color_HIFLD_MIN_DIST_UC,color_ACS_PCT_GRANDP_NO_RESPS,color_albu_urine,color_bun,color_crea_serum,color_crea_urine
2020,72075,Juana Díaz,Puerto Rico,-66.485,18.04,13818.0,66.13,14.51,32.23,59.86,18.71,17.31,4.12,53.69,19.51,20.21,2.29,5.53,32.52,22.22,45.26,5.32,5.55,1.87,5.31,19.63560757496055,17.379024314214465,0.9242780707788734,130.4077971014493,14342891,15000560,6967715,7694254,8420794,14342891,"rgb(166,54,3)","rgb(229,88,10)","rgb(241,105,19)","rgb(229,88,10)"
2020,72077,Juncos,Puerto Rico,-65.905,18.225,12588.0,49.28,19.04,35.96,56.7,16.0,23.94,3.37,45.72,26.85,15.21,3.84,4.87,27.58,25.49,46.93,9.77,6.85,5.94,14.54,8.745148852657007,17.10980158247109,0.9480170731707316,134.94726525821596,8420794,14342891,10394312,16579581,10394312,6241433,"rgb(253,174,107)","rgb(247,123,39)","rgb(191,63,2)","rgb(191,63,2)"
2020,72079,Lajas,Puerto Rico,-67.035,18.01,5553.0,80.28,17.35,43.92,73.33,13.42,10.87,2.39,53.26,21.16,13.24,9.05,3.56,28.22,33.82,37.96,4.76,12.9,2.82,6.06,9.67503550295858,16.671386036960985,0.9352327746741156,133.6160344827586,14342891,6967715,16119033,6241433,15000560,16579581,"rgb(253,141,60)","rgb(253,191,134)","rgb(217,72,1)","rgb(191,63,2)"
2020,72081,Lares,Puerto Rico,-66.86,18.275,6703.0,62.91,23.33,39.49,71.28,12.84,12.97,2.91,58.64,21.96,14.66,0.63,4.1,24.98,34.3,40.72,5.94,12.49,1.59,19.45,24.88398608590441,18.47678511404562,1.009917944288491,136.87733298264072,16579581,7694254,16579581,10394312,14342891,12369372,"rgb(146,46,3)","rgb(146,46,3)","rgb(146,46,3)","rgb(166,54,3)"
2020,72083,Las Marías,Puerto Rico,-66.98,18.235,2189.0,47.23,20.05,53.69,62.51,22.73,14.24,0.52,51.82,11.47,15.15,0.0,2.0,35.31,36.07,28.62,2.96,16.38,5.83,18.09,0.0,0.0,0.0,0.0,13356003,4128893,16579581,4128893,16119033,5515151,"rgb(255,245,235)","rgb(255,245,235)","rgb(255,245,235)","rgb(255,245,235)"
2020,72085,Las Piedras,Puerto Rico,-65.865,18.185,11009.0,47.2,18.28,23.48,53.6,20.33,18.02,8.06,45.02,30.37,17.47,2.15,6.49,24.45,21.22,54.33,6.94,10.32,2.17,16.58,33.80983480662984,16.460317235805213,0.9078042911570082,133.65854214123007,7694254,13356003,6241433,13356003,12369372,5515151,"rgb(127,39,4)","rgb(253,208,162)","rgb(253,141,60)","rgb(191,63,2)"
2020,72087,Loíza,Puerto Rico,-65.89,18.42,7455.0,75.14,20.79,44.2,65.35,13.87,17.15,3.62,52.56,20.31,13.59,5.84,2.4,39.28,24.42,36.3,9.39,2.01,4.11,10.0,8.754301412872843,16.163141237600378,0.8948283649503163,143.47389140271494,13356003,9407425,9407425,16119033,5515151,16119033,"rgb(253,174,107)","rgb(254,219,184)","rgb(253,191,134)","rgb(127,39,4)"
2020,72089,Luquillo,Puerto Rico,-65.72,18.35,5680.0,48.33,14.95,32.89,56.69,20.4,19.32,3.59,45.21,22.57,16.3,7.02,5.39,34.34,21.39,44.27,8.71,10.55,3.62,23.78,10.742953125,16.778661567877627,0.9036075770426916,143.4722111269615,7694254,6967715,6241433,16119033,13356003,6241433,"rgb(241,105,19)","rgb(253,174,107)","rgb(253,157,83)","rgb(127,39,4)"
2020,72091,Manatí,Puerto Rico,-66.49,18.43,10587.0,66.55,19.29,37.37,59.77,15.54,19.37,5.32,41.59,21.46,17.81,5.79,5.62,29.66,25.46,44.88,7.94,0.27,0.27,19.78,6.649529187124933,16.740510364321608,0.8998527593570866,126.92334020618556,6241433,12369372,10394312,15000560,4128893,15000560,"rgb(254,219,184)","rgb(253,191,134)","rgb(253,174,107)","rgb(247,123,39)"
2020,72093,Maricao,Puerto Rico,-66.95,18.175,1406.0,89.55,19.47,67.55,75.12,17.64,6.56,0.68,56.91,13.57,7.37,3.06,3.77,29.43,45.86,24.71,3.27,14.46,5.61,16.3,6.2038,16.661749999999998,0.9027865612648222,145.62082352941178,16119033,4128893,16579581,4128893,15724021,16579581,"rgb(254,230,206)","rgb(253,191,134)","rgb(253,157,83)","rgb(127,39,4)"
2020,72095,Maunabo,Puerto Rico,-65.9,18.01,2282.0,41.84,6.09,33.44,57.26,23.62,16.84,2.27,49.29,26.73,14.38,3.97,3.01,29.35,26.53,44.12,7.39,15.95,8.0,17.34,5.321366906474822,15.852150000000002,0.8493032786885245,137.3406611570248,11381714,4128893,13356003,14342891,16119033,4787846,"rgb(255,237,220.5)","rgb(255,237,220.5)","rgb(255,237,220.5)","rgb(166,54,3)"
2020,72097,Mayagüez,Puerto Rico,-67.11,18.21,18057.0,62.35,15.99,52.87,64.88,12.98,16.13,6.01,47.41,17.33,18.66,3.22,8.98,26.99,28.05,44.97,5.01,14.47,0.13,9.94,6.677833125778331,17.988479012345678,0.9490900606626226,144.3478466557912,9407425,15724021,14342891,7694254,15724021,11381714,"rgb(254,219,184)","rgb(166,54,3)","rgb(191,63,2)","rgb(127,39,4)"
2020,72099,Moca,Puerto Rico,-67.075,18.385,9988.0,86.38,24.69,43.93,64.96,13.52,17.16,4.36,55.53,17.87,15.48,3.77,5.84,30.97,29.85,39.18,4.95,4.24,0.43,22.56,7.101401872175599,17.097070481998358,0.933757225433526,128.11139009556905,15724021,12369372,15724021,6967715,6967715,16579581,"rgb(253,208,162)","rgb(247,123,39)","rgb(229,88,10)","rgb(241,105,19)"
2020,72101,Morovis,Puerto Rico,-66.415,18.325,9223.0,48.19,14.18,29.54,60.91,16.49,19.59,3.01,56.18,26.1,14.13,7.12,2.96,29.95,26.86,43.2,6.06,5.7,5.7,14.52,19.06256709265176,15.652259220231825,0.8660730847709145,130.8367473118279,15724021,11381714,13356003,11381714,8420794,6241433,"rgb(166,54,3)","rgb(255,237,220.5)","rgb(254,230,206)","rgb(229,88,10)"
2020,72103,Naguabo,Puerto Rico,-65.76,18.225,6720.0,66.07,6.73,39.95,67.75,18.45,12.04,1.76,50.1,18.11,16.5,0.0,5.28,35.06,25.05,39.89,7.05,12.39,5.26,23.0,9.744288913773795,16.446741479634248,0.894887983706721,122.58745011086476,11381714,7694254,9407425,14342891,13356003,14342891,"rgb(253,141,60)","rgb(253,208,162)","rgb(253,191,134)","rgb(253,174,107)"
2020,72105,Naranjito,Puerto Rico,-66.25,18.285,7217.0,53.19,14.36,34.99,61.48,14.41,20.65,3.46,54.7,30.31,14.01,0.0,2.99,24.55,28.14,47.31,4.82,7.84,4.51,4.51,9.42788778550149,16.892852584556476,0.8762023886378308,120.23783938814532,15000560,8420794,14342891,6967715,10394312,7694254,"rgb(253,157,83)","rgb(253,174,107)","rgb(254,219,184)","rgb(253,208,162)"
2020,72107,Orocovis,Puerto Rico,-66.425,18.22,4725.0,58.6,21.66,45.1,69.26,17.52,10.96,2.26,57.02,19.9,13.33,6.75,3.36,32.15,31.26,36.59,4.05,8.39,8.54,8.54,0.0,0.0,0.0,0.0,16119033,6241433,16119033,4787846,11381714,10394312,"rgb(255,245,235)","rgb(255,245,235)","rgb(255,245,235)","rgb(255,245,235)"
2020,72109,Patillas,Puerto Rico,-66.005,18.02,4125.0,44.12,19.67,38.08,65.15,15.04,16.69,3.13,54.65,29.24,11.98,9.35,6.1,28.66,24.03,47.31,6.62,13.3,3.16,11.87,8.810495135688685,15.884280855199222,0.8515662067296055,131.1540733197556,15000560,5515151,9407425,12369372,15000560,4787846,"rgb(253,174,107)","rgb(254,230,206)","rgb(255,237,220.5)","rgb(229,88,10)"
2020,72111,Peñuelas,Puerto Rico,-66.725,18.065,5217.0,60.87,23.18,47.91,69.35,12.79,14.91,2.95,53.22,21.87,18.95,0.0,3.51,29.24,26.43,44.33,3.58,0.68,5.81,6.18,68.356550330251,18.30932095490716,1.0056771820309889,132.22707046714174,14342891,6241433,12369372,4128893,4787846,11381714,"rgb(127,39,4)","rgb(146,46,3)","rgb(146,46,3)","rgb(217,72,1)"
2020,72113,Ponce,Puerto Rico,-66.615,18.05,36399.0,65.67,13.47,48.67,62.87,13.82,17.73,5.58,51.38,18.36,20.8,0.7,7.91,30.87,22.06,47.07,5.6,0.61,0.22,0.31,22.113786910370585,18.40508462134497,0.9632918503769022,121.28968120190544,12369372,16579581,6967715,8420794,4787846,13356003,"rgb(146,46,3)","rgb(146,46,3)","rgb(166,54,3)","rgb(253,191,134)"
2020,72115,Quebradillas,Puerto Rico,-66.925,18.47,6844.0,50.0,13.16,42.2,62.05,18.53,15.71,3.71,48.99,23.74,14.5,0.71,5.55,29.98,26.22,43.8,4.29,12.43,11.88,32.26,7.207227138643068,19.91378821227684,1.067820324005891,100.05471014492753,10394312,7694254,11381714,6241433,14342891,6967715,"rgb(253,208,162)","rgb(127,39,4)","rgb(127,39,4)","rgb(255,237,220.5)"
2020,72117,Rincón,Puerto Rico,-67.23,18.335,4725.0,37.71,9.4,28.85,53.5,19.07,20.99,6.44,42.87,22.78,17.1,3.45,5.05,26.27,28.8,44.92,5.1,9.85,7.72,20.11,6.146616766467067,18.4230173367761,0.8975516749821811,140.2881818181818,6967715,6241433,15000560,7694254,12369372,4787846,"rgb(254,230,206)","rgb(146,46,3)","rgb(253,191,134)","rgb(146,46,3)"
2020,72119,Río Grande,Puerto Rico,-65.8,18.35,17271.0,35.7,11.41,27.56,51.96,19.51,24.09,4.43,43.11,22.12,19.7,1.91,4.35,32.17,21.65,46.18,8.11,2.25,8.3,15.45,11.323232262295084,17.953161121299452,0.9281446913580248,135.39963756419664,6967715,15724021,6241433,15724021,5515151,4128893,"rgb(229,88,10)","rgb(191,63,2)","rgb(229,88,10)","rgb(166,54,3)"
2020,72121,Sabana Grande,Puerto Rico,-66.94,18.075,6362.0,69.9,18.39,20.24,62.53,14.71,17.19,5.56,42.73,22.55,16.35,1.69,3.82,31.72,25.57,42.71,6.1,8.64,3.96,13.74,17.520595121951224,18.088934208192946,0.9624702639976792,123.71910820451843,6241433,6967715,10394312,11381714,11381714,15724021,"rgb(166,54,3)","rgb(166,54,3)","rgb(166,54,3)","rgb(253,157,83)"
2020,72123,Salinas,Puerto Rico,-66.25,18.01,8071.0,62.22,13.35,42.91,65.89,16.18,15.43,2.5,48.39,16.89,14.07,1.9,3.48,39.59,25.98,34.43,6.72,6.1,5.36,5.85,6.859682827892602,17.90941857600394,0.9783779051257562,123.28521118381916,10394312,9407425,11381714,13356003,9407425,11381714,"rgb(254,219,184)","rgb(191,63,2)","rgb(146,46,3)","rgb(253,157,83)"
2020,72125,San Germán,Puerto Rico,-67.035,18.105,7321.0,70.77,16.43,40.62,65.51,15.34,14.29,4.85,48.49,15.63,16.62,1.11,6.63,31.8,29.31,38.88,4.78,14.2,0.41,7.16,9.564099989200866,17.34426927993183,0.933408170776592,112.78349206349206,10394312,8420794,15724021,6967715,15724021,15724021,"rgb(253,141,60)","rgb(241,105,19)","rgb(229,88,10)","rgb(254,230,206)"
2020,72127,San Juan,Puerto Rico,-66.06,18.4,121294.0,55.66,12.28,41.82,50.43,13.3,20.92,15.35,30.85,21.79,23.57,4.28,15.82,21.71,17.11,61.18,9.49,1.43,0.02,0.53,10.350668902240988,16.93078501042259,0.9060548856548856,112.41579911209767,4787846,16579581,4128893,16119033,5515151,9407425,"rgb(247,123,39)","rgb(253,157,83)","rgb(253,157,83)","rgb(254,230,206)"
2020,72129,San Lorenzo,Puerto Rico,-65.97,18.16,10943.0,55.03,15.38,22.55,58.25,16.66,20.59,4.5,50.61,28.04,14.22,4.36,4.99,25.46,27.29,47.25,5.95,4.78,4.37,9.72,8.656875000000001,17.071516038696537,0.922715105162524,131.3694757536042,11381714,12369372,13356003,10394312,7694254,8420794,"rgb(253,191,134)","rgb(253,141,60)","rgb(241,105,19)","rgb(217,72,1)"
2020,72131,San Sebastián,Puerto Rico,-66.97,18.33,9141.0,65.6,21.92,37.97,64.85,15.88,16.18,3.1,55.31,21.17,15.13,1.15,4.53,27.0,32.18,40.82,4.65,9.46,6.22,22.3,9.063801821103375,16.853298084596968,0.9106816911901656,129.09899603698813,15000560,11381714,16119033,6241433,11381714,13356003,"rgb(253,157,83)","rgb(253,174,107)","rgb(253,141,60)","rgb(229,88,10)"
2020,72133,Santa Isabel,Puerto Rico,-66.385,17.99,8119.0,26.0,14.86,30.17,61.6,12.57,22.24,3.59,44.88,17.9,18.39,0.0,6.51,39.96,17.24,42.79,8.88,11.42,9.94,11.17,20.71522101277804,17.490528634361233,0.9271318879855466,135.37170967741935,7694254,9407425,4128893,16119033,13356003,4128893,"rgb(146,46,3)","rgb(229,88,10)","rgb(229,88,10)","rgb(191,63,2)"
2020,72135,Toa Alta,Puerto Rico,-66.24,18.36,27386.0,58.13,15.17,21.34,43.57,18.76,27.09,10.58,29.25,29.52,21.22,1.27,6.39,25.5,17.37,57.13,6.5,6.26,2.67,2.67,6.722239851343626,16.130448735382107,0.870254641155132,122.98543764523626,4128893,16119033,4787846,12369372,9407425,9407425,"rgb(254,219,184)","rgb(254,230,206)","rgb(254,230,206)","rgb(253,157,83)"
2020,72137,Toa Baja,Puerto Rico,-66.2,18.435,27208.0,48.5,13.54,30.76,51.2,16.31,25.42,7.07,35.47,27.81,19.75,4.63,6.53,27.36,18.56,54.09,7.74,6.66,2.48,4.06,35.14648688614938,17.02087619744951,0.8866228258535537,124.1965488810365,4787846,16119033,4787846,15000560,9407425,6241433,"rgb(127,39,4)","rgb(253,141,60)","rgb(254,219,184)","rgb(253,141,60)"
2020,72139,Trujillo Alto,Puerto Rico,-65.995,18.33,26806.0,55.58,10.22,19.93,39.25,16.71,31.4,12.64,28.32,24.81,25.61,0.7,10.22,24.28,15.07,60.65,7.81,0.34,1.42,5.45,9.00014247311828,16.317417285617825,0.8978147901399067,118.89050102249487,4128893,16119033,4128893,15000560,4128893,9407425,"rgb(253,157,83)","rgb(254,219,184)","rgb(253,174,107)","rgb(253,208,162)"
2020,72141,Utuado,Puerto Rico,-66.7,18.265,6053.0,67.09,18.53,39.91,70.49,13.9,12.91,2.69,52.21,25.08,15.59,3.26,3.7,28.0,27.62,44.38,7.15,12.47,0.4,14.71,9.289971521942112,19.45995918984281,1.0504953219592734,101.67233215547704,13356003,6967715,14342891,14342891,14342891,15000560,"rgb(253,157,83)","rgb(127,39,4)","rgb(127,39,4)","rgb(255,237,220.5)"
2020,72143,Vega Alta,Puerto Rico,-66.335,18.42,11029.0,61.52,10.17,25.7,59.38,12.6,19.72,8.3,44.66,22.62,15.14,11.99,7.85,28.42,25.97,45.6,5.73,9.06,3.93,10.13,8.795667107001321,15.715901262916187,0.881616690464858,138.62697802197803,7694254,13356003,11381714,9407425,11381714,11381714,"rgb(253,174,107)","rgb(255,237,220.5)","rgb(254,219,184)","rgb(146,46,3)"
2020,72145,Vega Baja,Puerto Rico,-66.4,18.42,15013.0,66.38,14.1,33.95,60.28,14.21,20.94,4.57,40.66,23.34,15.58,3.42,6.12,28.55,26.43,45.03,9.61,3.82,0.34,14.08,14.891131006248653,16.401774833243195,0.9137285007750794,134.3669915579432,6241433,15000560,12369372,16579581,6241433,14342891,"rgb(191,63,2)","rgb(254,219,184)","rgb(253,141,60)","rgb(191,63,2)"
2020,72147,Vieques,Puerto Rico,-65.44,18.13,2053.0,40.0,15.18,58.56,71.95,10.73,14.27,3.06,44.41,12.25,7.24,0.0,5.8,45.45,29.26,25.29,15.39,32.33,18.97,41.46,11.64725314183124,15.547959866220737,0.8553473804100228,138.0122085889571,6967715,4128893,15724021,16579581,16579581,4787846,"rgb(229,88,10)","rgb(255,237,220.5)","rgb(255,237,220.5)","rgb(146,46,3)"
2020,72149,Villalba,Puerto Rico,-66.475,18.13,6506.0,58.64,11.55,45.65,62.41,18.81,14.93,3.85,56.33,21.34,16.04,2.04,3.7,37.38,21.54,41.08,3.46,9.82,4.46,8.9,65.61974943734016,17.770618427399903,0.9656462395543176,119.268646373057,16119033,7694254,6241433,4128893,12369372,10394312,"rgb(127,39,4)","rgb(217,72,1)","rgb(146,46,3)","rgb(253,208,162)"
2020,72151,Yabucoa,Puerto Rico,-65.89,18.07,8644.0,58.6,16.38,39.69,65.98,13.71,16.54,3.76,56.7,28.35,15.03,1.22,2.61,25.87,28.14,45.99,5.57,12.46,4.22,15.13,5.214727223131479,17.368220636993872,0.8874860724233984,113.90920767306088,16119033,10394312,14342891,8420794,14342891,10394312,"rgb(255,237,220.5)","rgb(241,105,19)","rgb(253,208,162)","rgb(254,219,184)"
2020,72153,Yauco,Puerto Rico,-66.855,18.08,8856.0,54.49,22.1,31.52,64.33,18.34,13.93,3.4,51.12,16.71,18.94,0.0,5.43,34.68,24.25,41.08,5.94,3.43,0.5,14.97,17.469245297805642,17.90771610394202,0.9605585700606448,124.05509366636932,12369372,10394312,9407425,10394312,6241433,8420794,"rgb(191,63,2)","rgb(191,63,2)","rgb(166,54,3)","rgb(253,157,83)"
